text,label
You should go to Spilled Ink,neutral
Congratulations bro,positive
Even though its not perfect you should scan this and upload somewhere I guarantee theres a lot of people watching who would love to be able to print their own copy or even just analyze the panelsstory closer than your recording going through the pages,positive
Cutie pie I love you videos when I was a kid and people see your kids and I love your videos so much and I hope you have a great wife,positive
the panel with the tiger stripes becoming ink in the water is an honestly iconic and unique visual,positive
449 pugs are honestly one of the cutest if not THE cutest dog to exist i love my pug so fricking much and yours look exactly as mine,positive
"Last Guardian reimagination
Cute actually respect for the old way drawing",positive
Bro your dog was licking its ass 1 min before it was licking your ear so gross,negative
Day 5 of waiting for the manga to drop,negative
Youre sooo freaking talented,positive
so you drew happy weels but the ride is a tigerthen tragedy and the river gets the official pewdiepie patternthen a pug is sitting on the boys shoulder,negative
1155  horizontal manga Reverse isekai isekai character life in real world Western name in mangaka list would be so cool,positive
i like the elden ring reference it still shows that pewds still have elden ring in his heart HAHAHA,positive
I remember way back when you first talked about Blame on your channel Finally read it a few years ago and it changed my life There arent many interviews with Tsutomu Nihei You should reach out and try to do an interview with him and talk about his new fantasy manga Tower Dungeon Its pretty underrated like all his stuff XD,positive
This was so much fun to watch pewds  your art looks dope so much progress in this small amount of time,positive
Wish i could join you i have so many ideas Dont give up pewds,positive
when blame mangaka interview it would be amazing to see ngl,positive
great art youre so dedicated and always getting better,positive
The hunter could be a girl I think its even cooler if its a girl,neutral
2659 Happy Forest Cat and a Mountain Now where have I heard THAT before,positive
and he eats the boy at the end  imagine this ending lol,positive
Hire this man,neutral
No Pewds You will cause another meltdown on X of artists who cry that you are a better artist then them cause you are rich Not cause you enjoy doing itWankers,negative
No not the fat tiger,negative
Youre an inspiration Felix keep it up,positive
I never watched pewdiepie back in the day but its amazing to see how he went from your casual gaming youtuber to achieving great heights living a life of creativity and being someone that inspires others and probably will for generations to come,positive
No i understand why its so difficult for manga artists to meet their monthly deadlines let alone those who do weekly issues Man ive always respected mangakas but now i respect the craft even more seeing the actual process and thinking behind it,positive
Love the background HTTDPirate of Caribbean vibe,positive
"Tower Dungeon vibes
We know Felix is a Tsutomu Nihei fan",positive
Ill subscribe to you if you upload a YouTube Short,negative
That was nice,positive
Bro should just get a device to where he can draw so he doesnt have to buy so much paper but hes a bajillionaire so what do I care,positive
"Keep working Pewds Yes it is hard but is Worth it

Theres nothing more wonderful than to create Thank you for the video",positive
Felix it all looks great man Dont be overly critical of yourself Im proud of you big dawg,positive
Thanks bro I needed this Working on my manga Two years will be here before i know it,positive
Damn this is a piece of art The story and style hit so hard I cant stop thinking about the final scene of reflection and who the little companion may be on his shoulder such a great choice to leave it up to interpretation Very inspiring to go out and try something new you may not be prepared for,positive
love how this is slowly becoming an art channel lmao,positive
Bridge,neutral
Hey Pewds when you release your manga for sale just know I have a higher chance in investing in your product than Coryxkenshins manga since youre still present on YouTube  I personally dont see you as someone wholl let down your fans is my point I look forward to it,positive
Im so amazed by your drawing skills Truly So cool that youre working on your own story it aleady looks great and very intriguing Hats off Really enjoyed this video and pretty unbelievable that you finished it,positive
Bro living his best live love to see that,positive
I think this is incredible,neutral
"I was gonna comment you can smell the Tsutomu Nihei influence
but then bro just literally pulls out BLAME and APOSIMZ",negative
How tf do you not have 3 billion subs yet,neutral
its like his redemption arc but it feels like its not earned but got approved and accepted anyways,positive
I can not fathom Bjrn one day watching the bridge clip  great vid pewds,positive
Its kinda weird but I never watched pewdiepie when he was number 1 but ever since he moved to Japan hes been one of my favorites,positive
"Im reading the end as Hes the big one now Whatever this shall mean  I actually think its a great idea to let the reader make up his own story 
And thanks for also sharing your struggles along the way I almost hate that I can relate so much 
The Im aware of it and I feel it so I hope I can break through is probably what Im taking with me from this video  well at least giving it my best to do so 

I dont have to throw away work thats 90 there  its probably an illusion that its complete bull when Im aware and I feel it I can find a way to handle it

Thank you ",positive
Speaking to the earth speaking to the winds knowing spiritual things and using them outside of Christ Jesus is going to get you in trouble it is spiritual thievery and it is written in scripture all thieves will pay back sevenfold partnering with spiritual beings will lead you into eternal hellfire repent and turn to Jesus Christ for your soul is in the spirit realms is in danger but on earth the illusion is that it shines like gold Turn to GOD and he will forgive you of your sins sins of spiritual theft misuse of dominion outside of Christ and rebellion God be praised All glory to Jesus Christ,positive
Lots of bowls felix,neutral
A  Yoshihiro Togashi in the making,neutral
We need u to get mad or some lol their fans are eating yours literally,negative
anything but learning the language huh,neutral
    hey you its me Erick you inspired my younger years Peace love and happiness to you and your life,positive
That ending made me tear up Good work,positive
"And then you go into the boy
First manga and he chose Yaoi",neutral
inspiring passion for real,positive
Somebody please animate this,positive
That hit hard I get why you muted Good shit bro,negative
The boy looks like Kid Gojo and hunter kinda Griffith,positive
if you cant like your own story then why would you expect others to,negative
for your first manga make a 20 page oneshot,neutral
Hoe tf did he learn how to draw scenery so well,positive
It aint worth it bruh its a stressful job Many artist dies because of it,negative
remember when he said the N word,neutral
PewDiePie is a perfect example of perfect life,positive
I was just thinking about drawing manga yesterday with the story I have written down before in my notes which I originally planned to turn into just a detective novelplanned out all the chapters too like an outline with details but then algorithm brought me here just now I am halfway down the video and despite all the difficulties he faced and that it takes so much time it still convinced me to buy some materials and try it myself so no backing out now haha ill probably regret halfway down the road because it takes much time but I guess Ill just also keep pushing if anything Ill just go back to writing it as a novel haha,negative
Very Creative,positive
Hunter goes for the kill the complete fukin silence ,negative
Bjorn just speaking Japanese caught me off guard thats so awesome,positive
Brooo This is inspiring Man I missed drawing Aight Ill try grinding again and stop complaining,negative
About time I started drawing again,neutral
Incredible,neutral
2246 giving me Akira vibes on this shot,positive
I like to draw too I recommend you to use Artwod now i can really draw Im Telling just so you dont waste to much time on the problems that you have in this video,positive
Did bro just rip off Calvin and Hobbs ,neutral
I think I read too much manga to appreciate this,positive
You are the goat  smooch,neutral
"When I first read BLAME I would listen to a playlist of orchestal music and every so often the playlist would end during an intense scene and I would be so immersed I couldnt stop reading to restart it

When the video went silent it captured those feelings all over again The lack of dialogue the heavy emotions and the silence

Felix I think youve done a great job of replicating the feeling of BLAME and you should be proud ",positive
This was very informative appreciate it,positive
When you lose you learn Pewds gets it ,negative
I can see tigers heart but I know hes mean Some light can never be seen,neutral
Felixs art is very similar to Tsutomu Niheis and it makes sense since he did day he likes Blame,positive
I wanna see this mans most recent sketchbook,neutral
Maybe you should try to incorporate your Mangaka skills with Marzias art skills And create a own genre of Manga,positive
2846 no no it was feedback it took you 3 months to finish this when you wanted it to be one you struggled so much with making this so many people stop before they start so many people stop halfway through because its too hard and have self doubts the fact you finished this is good feedback theyre proud of you and you should be too,negative
if that kitty was the reincarnation then maybe I can tell myself it was a happy ending ,positive
Bro rushed the main quest and now hes doing random side objectives ,neutral
pewds leaking us to interepret the ending was diabolical ,neutral
That was great,positive
BRO The manga has to be Stephano the origin arc,neutral
Include Maya and Sven haha,positive
Reminder that we need to have a job or you will go mad,negative
I wish he could collab with a professional mangaka and teach him some tips in how to draw manga and give him some clarity,positive
Bruh is so good I has Bernarda drawing by almost 6 years and ley me told you tris is a really good fiesta shoot You used the tones really well and the narrativa is good the trouble probable is that you make it a  little bit to much cinematografic and everything has almost the same narrativa density so thats why it feels off but let me told you something this is amazing,positive
it would be cool if from the stripes of the big tiger in the water the little black cat emerged as in rrn or something that was really cool and great work,positive
You could cut most of that,negative
The panel where the tigers stripes are leaking into the water made me tear up Ill be honest,positive
That selfreflection on coping mechanism is so relatable Thinking like I dont even give it a try I also constantly face these thoughts and eventually finding myself not trying anything new Very interesting of him to record that in this video it feels like we are just his journal or sth him just sharing everything from his perspective,positive
the tiger looks Asian ngl,neutral
I remember him playing minecraft good old days,positive
Why such a doom ending for the tiger ,negative
Next level truly,positive
I think the characters looking androgynous is very creative even if not intentionally ,positive
Be kind to yourself You dont become good overnight It takes a lot of trial and error to achieve greatness What you are doing is inspiring Keep up the good work,negative
Bro aint doing any side quests anymore Hes doing WHOLE DLCs,neutral
ur starting to look like arthur morgan,positive
I built a Balsa wood plane for my newborn sons bedroom to hang from the ceiling Was supposed to take a few weeks took a few months Weve all been there hahahha,neutral
Fantastic video really appreciate your effort,positive
Hire a professional artist and others to make your manga even faster Also you did write a story back then right About your book This Book Loves You,positive
That was legit sad  that fact something actually made me sad means cow needs to be published,negative
top 5 lives of all time ,positive
I grew up watching your videos even though you dont post daily anymore when you do the substance is so amazing Ive always loved the content but your newer stuff is top tier,positive
I used to make webcomics almost 20 years ago seeing this made me want to start back up again Great work Felix youre an inspiration,positive
what was I thINKING,neutral
you can use 3d models or just real life photos to help draw complex shapes such as horses,positive
Seeing Pewds Draw gives me all the strength to conquer the fundamentals,positive
just throw your manga at your gpus i promise it will be epic D,positive
this was a great and insightful video I loved it,positive
138 we get it you have a life,neutral
How is this guy losing subscribers Hes pretty okayI think hes not badbro smilies is just him crying on the inside,negative
These kinda vids make me draw my own manga but then i realize im pretty bad at sketching,negative
Really appreciate the insights in this video,positive
first time being a paper kinda nervous,negative
Petition for PewDiePie to make a long manga series,neutral
Bjorn being an italianSwedish kid with english speaking parents living in Japan bro has like 20 languages by default,positive
128 bro I can draw stick figures,neutral
that story is hot garbage,neutral
Bro won in life a good lesson to billions of people but that was the weirdest and controversial ending,negative
The fact that Bjorn is already speaking japanese ,neutral
I loved the manga And I love your attitude towards the challenge Congratulations Im not a mangaka but I am a professional illustrator and I loved it  Your narration helped a lot,positive
Shadow of the Colossus manga ,neutral
Calvin and Hobbes reboot is fire,negative
Rich people problems,positive
how is bro still at 110m subs,neutral
Being rich gives you the luxury of being bored and in result finding interests and being creative,positive
Thanks for sharing this learned a lot,positive
Your art is really pleasing to look at that includes the water color one,positive
10 years ago you wouldnt convince me this man would invoke so much whimsy and joy,positive
why did you do the Tiger like that,positive
very epic keep up the good work pewd very inspiring to see ur journey and growth as an artist,positive
When are you gonna build your own quantum computer my guy,neutral
Youre not Asian Felix,neutral
Thats it im doing my self a manga,neutral
you should try and do mokuhanga japanese printmaking that would be sick,negative
You should submit this to Peow2 to publish Or glacier bay,neutral
as a long time watcher i am so so happy to witness you find love in art  pursuing and exploring your creativity I had to make a 56 page comic for my final project in art school  i had two months and I feel so seen by this video and your passion please keep making art its so inspiring,positive
I fucking love Ragnarok Your next challenge is make this internet great again do a online game Thank you so much,positive
"And just as you think the story ends the hunter shows up out of nowhere and just kills the tiger
Very cool twist",positive
YESYESYESYESYES u have made many artist very happy and proud was drawing along to this It would be awesome if you ever did drawing streams as a commission artist watching your art videos has been so fun you have come so far,positive
ngl i want a pewdiepie art piece even if its a sketch,positive
"I just started drawing a Manga too and my manga club of 13 year olds is making one as a team for a contest in auguste Wish us luck I sent them the vidya as inspo 
inking and splinking",positive
When you showed the initial storyboard my immediate impression was that how it reminded me of Niheis Tower Dungeon Then midway through you mentioned your inspiration and it clicked Thank you again for sharing this,positive
Pewddadbro can I cosplay your manga pls pls I swear no barrels will be involved,negative
the tigers are drawn so well wtf,negative
Next draw an anime,neutral
Nobodies critiques mean sht pewds dont worry about it and keep working on it,positive
bro rich and bored and im poor and bored,negative
pewds i think youre too hard on yourself,negative
This was exactly what I needed thanks,positive
1253 how is this brush called I want to try to find it online D,positive
The legend returns,neutral
Thank you for always being such an awesome inspiration,positive
Pewdiepie bhai mr beast 500 Million subscribers complete ho gya haa,neutral
It almost like Tower Dungeon,positive
Also if you like BLAME try to find and read VITOK  it strongly reminded me of Tsutomu Nihei Unfortunately there arent many fans  hopefully that will change,negative
u should isekai yourself into the filthy frank universe the manga,neutral
You must watch markcrilley  I spent hours and hours watching his manga tutorials He has more than 10 years of content and he keeps uploading stuff His stuff is pure gold at least for beginners,neutral
youre my biggest inspiration,positive
He couldnt resist adding his pewdiepie pattern lol,positive
Pewd is so inspiring Amazing life you live Wow Wishing you more to come,positive
When you can see all the flaws in what you are doing I think that usually means you are doing way better than you realize and you are learning really quickly,positive
The Boy saving the Tiger by throwing himself in the way earned the Tigers eternal trust The hunter had no choice but to respect it and left the Tiger and the Boy alone They continue to have adventures to this very day,positive
Where can i buy this,neutral
"pewds hello I am in a car 

I related to that",neutral
this is surprisingly so good wow,positive
This tiger and boy reminds me of Atsushi and his ability from Bungo Stray Dogs,positive
2646 can you PLEASE get this image onto a tshirt or something from tsuki You are right Tigers and Moon are awesome,positive
bro went silent for us to analyze it,neutral
cool i like the idea and the story and art you have a very good sense of directing but i will say you need to study the pacing and paneling overall great effort,positive
Fantastic video really appreciate your effort,positive
Yo pewdiepie i went to your channel and clicked hide user from channel so youll never be able to comment on my videos or posts haha,positive
great now do it with colour,positive
I would argue you HAVE to like your own story,neutral
now make an anime from the manga u made,neutral
The sound effects at the beginning of the Manga was epic lol,positive
this is like that 1 asian guy that had 7 different specialized jobs and also being an army vet,positive
I can tell this is about the loss of a loved animal I loved it,positive
His next video I tried to make an Anime,neutral
Pewds is the MC of our world,neutral
Blame is also one of my favorite manga I think you did absolutely amazing for your first time I see the heavy influence of art work from blame I see the effort I love this Good job,positive
This is amazing,positive
This is so awesome to see and ur so right u can try anything Making mistakes is part of it and it makes ur life much more surprising ahahah,positive
just came from mine all day i could cry rn,negative
Excelent reflextion of failure nice manga ,negative
Your journey has been incredibly inspiring Felix,positive
I didnt expect this incredible from PewDiePie ,neutral
Crazy idea but maybe do a manga about a wellknown YouTuber that switched to Arch Linux and,negative
DO IT AGAIN,neutral
" dilly dally
dilly daddle 


lol never heard it before but 100 will start saying it",positive
Evola ride the tiger inspiration,positive
"This is really cool its quite inspiring 3
Ive been drawing like my whole life sometimes I kinda lose the motivation though and dont draw much but this and all the other drawing vids makes me want to draw something immediately
The skill level growth is amazing too As I said Ive been drawing many years so I see some things here where I see an error or something like I could probably do that a bit better but then theres other stuff its like wow thats better than what I could do and hes got there in such a short amount of time Everyone has their own strengths and weaknesses its really cool to see",positive
calvin and hobbes into a manga Nani,neutral
Horses are freaking hard to draw Even Leonardo DaVinci struggled with them,negative
Kind of reminds me of the game the Last Guardian,neutral
Pewdiepie must be the main character of this world,neutral
"Pewdiepie the streamer 
Pewdiepie the mangaka 

Honestly never been a big fan of the streams but THISTHIS is beautiful I love this",positive
I can see some Tsutomu Nihei in your art style,neutral
Thank you very much for creating Odysseus ,positive
You are an idol I do hope you continue to remember how large of a figure you are and Id hope you live with immense pride,positive
You need to burn a little bit the nib of the pen to get the oil off from it when you use ink,neutral
This is how human become insane lol I am so resonant that I cherish every single piece of my works including sketches even I know they are pieces of shit Anyways big congratulations It must be so satisfying to hold a dozen works in hand I like the tiger you drew protagonist to me haha so sad died,positive
i finally feel valid for my a thousand mental breakdowns as an artist holy shit he gets it lmao,positive
Does your farts smell like eggs  say poopy in one of your videos if that means yes  if no fart in the camera ,positive
"As someone also working on their first graphic novel comics for me not manga its really comforting to see someone else also go through a lot of the same issues I did I wasnt nearly as ambitious as pewds I foresaw the amount of work and deiced to make a short 810 page comic Still I had that same moment of realization where you think Wow this is WAY more work than I expected
Still got to keep sticking it out until its complete",positive
from the learning to draw in 100 days vid to this you can really see the improvement,positive
i miss you man i still remember tbe better days when id watch your videos and the bro fist and stuff man youtube is so bad now,negative
527 Hey guys I think I found a glue,neutral
Jazza and Pewds collab please,positive
Whens the anime adaptation,neutral
you are your own worst critic youre doing a great job watching your art journey is so inspiring your art keeps getting better and better ,positive
This dude on the path of unlocking all achievements in real life,neutral
yup the descent of an artist into madness is captured perfectly in this video,positive
Felix constantly berating his own artwork is a mood have some confidence,positive
In case you forgot this man is the goat,neutral
try to add stefano at the background HAHAHA,positive
Im begging release chapter 2 into switch of poopdie ,neutral
Loved this video keep up the great work,positive
"On the note of finishing pieces one of my friends always said its like XP in a video game You get way more experience for finishing the level completing an artwork than you do for defeating a few enemies starting a bunch of pieces and never finishing them Its a dumb analogy but it really stuck with me

Honestly I think its true You improve way faster by finishing a bunch of smaller pieces than by having a folder full of giant unfinished projects The act of pushing a piece all the way to the end is where a lot of the learning happens and it clearly shows in how quickly you have grown your art",positive
wowzah respecting the grind what a sad ending of the manga tho o amazing idea with tiger stripes floating with river,positive
We animate it next ryt,neutral
its ok felix as an artist i can tell you horses are awful to draw horse artists are built different,negative
Somehow i could really picture him on an episode of spilled ink with emily and daidus lol,positive
I can see the Tsutomu Nihei inspiration lvsm,positive
Pewds casually flexing on us with his stier art,positive
would love to be able to own a copy of this,positive
Id buy it for my future kids to read,neutral
"Damn my mental space isnt too great today so that ending got to me a bit However despite that this is a beautiful piece of art There are many ways to interpret this piece and many ways people can find ways to relate in their own lives I dont think the story matters all that much its the feelings you get living through the little boy the tiger the hunter and the moon 

Bravo Pewds An artists work is never finished never perfect but you got a A in the feels department for sure And thats what true art does it captures feelings",positive
"
Its truly impressive that youre drawing using traditional analog methods  I dont think anyone would blame you for using digital tools though At the very least it should be fine to use a copier if the background is the same",positive
The shot of the tigers stripes going into the water is immaculate,neutral
Remembered about Sven reading the manga,neutral
I bet a studio approaches to make it an anime,neutral
bro the art is nice but the im not really getting the story tiger cool tho,positive
One day pewds will anounce that he will be a manga artist,neutral
One of Pewd manga is BLAME right No dialogue with just details panel,negative
"This motivates me to continue work on mine 
Thanks PewDiePie",positive
Can someone get a another phone to update iPhone 17 pro max,neutral
You deserve an animated movie,neutral
whooaaaaim so invested in the manga you created,positive
The stripes washing away like blood in the water is a very nice picture,positive
Way way better than expected,positive
"Man your manga have lots of qualitys the compositions are really beautiful the contrasts are impactful the characters and animals are lively and the story touches the heart
Ganbatte Pew",positive
I love how i used to watch pewdiepie playthroughs and now hes making content on one of my main hobbies drawing,positive
319 I usually draw out the manga page layout in the storyboarding faze that way if I dont like how the flow is then its easier to erase and redo It basically ends up looking like a bunch of tiny manga pages next to each other It helps a lot with seeing how each page will flow with each other as well I wish I could include a picture but I hope my explanation is good enough I find that this method helps me more also looking at different manga and how they have paneled their pages help in order to make your paneling more interesting,positive
yes very awesome,positive
Missed oplrutibity not having the tigers blood dip into the river,negative
he wasnt joking about Blame being his favorite manga i can see the art style,positive
This is so good omg,positive
I cant believe the manga made me cry ,negative
Man I love tower dungeon,positive
Just drawing the same tiger consistently makes him incredible,neutral
any animators here please animate this masterpiece,positive
"New task unlock learn to draw manga like a pro in 1 year
Further side Quest As isayama has a backpain he would need an assistant to complete succession arc Help him complete it Note follow isayamas instruction properly",positive
Calvin and Hobbs,neutral
Thanks to this video I hope people will start to appreciate the work of manga artists and comics more,positive
Hey Felix Honest question where do you get all of the motivation inspiration and strength to do all of the stuff that you do It feels like you are constantly doing something new and to a great extent,positive
I enjoyed this vid so much please share some more of  your art This is actually amazing,positive
Reminded me of the Mountain by the Gorillaz 3,neutral
what about writing a light novel ,positive
Pewds was done with the main quest and now grinding on all the possible side quest o7,neutral
at this point felix just unlocking a new skill tree every year,neutral
Hey man Ive been drawing for a really long time and doing something like this is incredibly difficult for even me I totally understand your frustrations theyre universal Comicsmanga is really hard But seeing you do it is inspiring and youre really great at it Im actually genuinely impressed Good job Pewdiepie youre a really cool guy stay well brotha,positive
"as a professional artist its so funny to watch this cause like him having the realization that drawing with an objective is not just fun and games it is actually stressing and you get tired and crazy and kida AAAAAA you know i feel like im watching a canon formative moment lmaoo
love him for developing his drawing skills so much tho",positive
as an artist this video is both so funny and relatable like that creationinduced process of frustration is unlike any other storm you gotta walk through it brews so slowly and tips over in bursts of emotions gaaaaaaah you just scream internally and externally but its natural cos thats your sanity ,positive
OMGthe story is so touching,neutral
Very beautiful and powerful art Loved it,positive
I got so emotional twas a tiger in the beginning but as it bled out its prints it just became a cat in the end so profound,positive
That was really good I am an avidamga reader You should be proud well done peweds,positive
Love your art skills Have you ever thought about writing a Manga series,positive
The pages struggle is like when I wrote a poem and then it suddenly turns into a whole thesis about my existential crisis,negative
"526
Borat What athis
Cheese
Aaaand what is athis
Also cheese
Aaah but whats this
Cheese",neutral
"Hey Felix I just wanted to say a huge thank you Ive been watching you for over 14 years and Im 28 now  its crazy to think how much youve influenced my life 
Your recommendations got me into anime and I even read Blame all the way through  I bought every printed volume back when the translation first came out im my country Its cool to see that you drew manga inspired by our somewhat similar experiences of reading it  It looking daaaaamn good tho Im loving it
Because of you I also started climbing That brought me a lot of new friends and healthiness into my life And honestly your content make me want that same kind of happiness someday  loving family and a kid Haha Thank you so much Felix Im really glad I got to grow up with you Youve genuinely inspired me in so many ways",positive
That was actually an epic story WOW From Amnesia to THIS,positive
i felt that ending man nice job,positive
I love how I uncover a personal lesson here Damn this is cool,positive
This manga reminded me off game called The Last Guardian really nice i like it made me little sad,positive
this inspired me to make a vocoloid song and animation,positive
You should try working for oda you masterfully replicated one piece pacing,neutral
i like that you can assume that the cat in the end can be the tiger after dies and he is made of his stripes or something,positive
As a graphic designer who made a moving manga which is a manga that has tiny animations and its online I knew he would branch into manga cause he wanted to be a graphic designer waaay back thats why he had Photoshop lessons and a channel in the very beginning its a full circle moment and I love to witness that  also Felix Im a graphic designer because of you so thank you bro,positive
"YES Hello Fellow Storyman Manga artist   D 
huehuehue are those panels going on the Chapter Shirts too Thank you for the 8 from the first batch ",positive
Reminds me of Holy Diver by Dio Also a certain book by Evola Nice pewds,positive
ah the boy is true sweeddrawn to the flags color like a fish to water tho i am surprised he has legs,positive
"I love how it evokes the same feelings when I played the game Last Guardian and how it pulls out same distance  pace my few favorite mangas Mushi and Blame had 

I love this as is No coloring required",positive
Can mangas not be drawn digitally I mean if the goal is to create a manga then it can be done digitally too right And itll fasttrack the process by a lot or are there specific rules regarding the medium used when it comes to mangas in general,positive
Make romance manga please ,positive
rip the tiger,neutral
I really like it It is not just pretty I can feel the whole environment clearly Which is really a hard thing to convey,positive
Please scan and upload this its actually so good ,positive
That was really well done I thought the manga turned out really well and the story telling was really good,positive
I love it The story is so honest and soul filled Im an artist and I find it so cool to see someone elses honest process its suuuuuppeer relatable and inspiring Sometimes you just need to be stubborn ,positive
2415 incredible looks great and reminds me of Tsutomu Nihei current manga TOWER DUNGEON,positive
as someone who has drawn their whole life Im so proud of pewds keep going on your art story 3,positive
Do it big Ive been doing each panel on its own sheet they can be put back together later onto the page,neutral
018 bjorn speaking Japanese is surprising I thought he would speak Swedish even though he is living in Japan,positive
"Buy yourself a thunderstorm generator kit a 12kw petrol generator and a gas analyzer 
Fit the thunderstorm generator to the 12kw petrol generator and record what happens
This technology generates a self contained black hole",positive
Beautiful work Because you go right into full intensity you are living a full life Kudos to you bro,positive
Thats really cool thanks for sharing bro,positive
You shouldve published it anonymously then reveal its you anchoring it to you of course people will buy it ,neutral
Will get your manga published I would love a copy And Im sure others will as well Your art style is amazing dont let anyone tell you otherwise,positive
i have 3 inspirational Manga Artist Inoue Boichi and also Junji ito i try to mix those art style and get my own hahaha,positive
Just a question why is it that the reading order is left to right  And not right to left like a manga ,positive
Some good stuff bro maybe next challenge try to make a doujinshi and sell it at Comiket,positive
Bjorn going to be a voice actor,neutral
Wow that was great ,positive
Bro is literally GOAT of everything I enjoyed your story it captures emotionLooks cool asf  welldone felix ,positive
Atleast felix is not down the rabbit hole of digital drawing ,neutral
Bro all this is really really REALLY inspiring,positive
I like how he didnt split this into ten different videos tho,positive
Momo is getting fluffly I love it,positive
Inspirational working on a hobby also thanks for this,positive
i love pewds but my gaydar goes off so hard looking at him im sorry,neutral
look at the first one punch man draft one punch man one you think it was drawed by a 5 year old Keep it up pewds Even the best mangaka started somewhere,positive
He is INSANELY talented Love the tiger ,positive
