kind,etag,id,snippet.channelId,snippet.videoId,snippet.topLevelComment.kind,snippet.topLevelComment.etag,snippet.topLevelComment.id,snippet.topLevelComment.snippet.channelId,snippet.topLevelComment.snippet.videoId,snippet.topLevelComment.snippet.textDisplay,snippet.topLevelComment.snippet.textOriginal,snippet.topLevelComment.snippet.authorDisplayName,snippet.topLevelComment.snippet.authorProfileImageUrl,snippet.topLevelComment.snippet.authorChannelUrl,snippet.topLevelComment.snippet.authorChannelId.value,snippet.topLevelComment.snippet.canRate,snippet.topLevelComment.snippet.viewerRating,snippet.topLevelComment.snippet.likeCount,snippet.topLevelComment.snippet.publishedAt,snippet.topLevelComment.snippet.updatedAt,snippet.canReply,snippet.totalReplyCount,snippet.isPublic
youtube#commentThread,lKR7WBZVyLiUtv95uZPT3oin21M,UgxHFP0LUwNvg78ST994AaABAg,UC-lHJZR3Gqxm24_Vd_AJ5Yw,iRRpvuMG7AM,youtube#comment,nXWBsyjuESXaBQENj7vN0o54Pjw,UgxHFP0LUwNvg78ST994AaABAg,UC-lHJZR3Gqxm24_Vd_AJ5Yw,iRRpvuMG7AM,🙏🇮🇩🙏👏🙏,🙏🇮🇩🙏👏🙏,@mrbblueb,https://yt3.ggpht.com/TkXCN9VsHuf8cHQwEgl2zFYDzy0-gpPl7hR9grWXK8KSJbN7T5Rcbhv9WmYHjFtbct9yDRAYEw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@mrbblueb,UCbYXUx8g6o06FyF1nw1J-9g,True,none,0,2026-06-29T06:58:26Z,2026-06-29T06:58:26Z,True,0,True
youtube#commentThread,tWyfTLvoOkWIpzwoxlqgkRtWXyM,UgxYZpWZ342fvy4P5c54AaABAg,UC-lHJZR3Gqxm24_Vd_AJ5Yw,iRRpvuMG7AM,youtube#comment,O4gPeXc1l7J3VdFHQ_Or8JHVZWM,UgxYZpWZ342fvy4P5c54AaABAg,UC-lHJZR3Gqxm24_Vd_AJ5Yw,iRRpvuMG7AM,pewds i think you&#39;re too hard on yourself,pewds i think you're too hard on yourself,@felisiyahw6530,https://yt3.ggpht.com/ytc/AIdro_nVmay6UX9NWRUIrHYSdHxoILVDEf0vEfPGRKnZvhVk-phL=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@felisiyahw6530,UCC_KuExqcg5q5l1h3L3xIAQ,True,none,1,2026-06-29T06:36:54Z,2026-06-29T06:36:54Z,True,0,True
youtube#commentThread,16OiSDt2PBFshWqRnkdCLaNOhdY,Ugwqb4g4aI2SEt0hksp4AaABAg,UC-lHJZR3Gqxm24_Vd_AJ5Yw,iRRpvuMG7AM,youtube#comment,L6geLkpgB6P5psJcNHyTm0wwaH0,Ugwqb4g4aI2SEt0hksp4AaABAg,UC-lHJZR3Gqxm24_Vd_AJ5Yw,iRRpvuMG7AM,What exactly is your channel?? Is it daily (but not daily) vlogging?,What exactly is your channel?? Is it daily (but not daily) vlogging?,@harshsinghparmar6083,https://yt3.ggpht.com/ytc/AIdro_mGRkHkL77gKdGBN6ojRUbHrXCtQAvL1znkS9Qbz2ggYV4=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@harshsinghparmar6083,UCOtgmSy-wiiI3JnDaB-gLYg,True,none,0,2026-06-29T06:09:40Z,2026-06-29T06:09:40Z,True,0,True
youtube#commentThread,HOBO0fpMLiB75GGwVvkDppaqWaI,UgyvsrOhtMYkXOD7Z794AaABAg,UC-lHJZR3Gqxm24_Vd_AJ5Yw,iRRpvuMG7AM,youtube#comment,TqL6rSvoNjmkMVSP9eFn8R-wccg,UgyvsrOhtMYkXOD7Z794AaABAg,UC-lHJZR3Gqxm24_Vd_AJ5Yw,iRRpvuMG7AM,Pewds you need to play more trap adventure 2,Pewds you need to play more trap adventure 2,@kakarot3963,https://yt3.ggpht.com/sWh1vmg81LWCNOmvFEGEQbxNzO6LEy-KOf287z-oMW4dsaFfDeKFktBsuBOvSFEjiwLi5Fqtrg=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@kakarot3963,UCKu8e5zOHbbQxmI1bo_Zc6w,True,none,0,2026-06-29T04:52:50Z,2026-06-29T04:52:50Z,True,2,True
youtube#commentThread,J8rtC7jriaLf1ID3w2pi6Az_2sM,UgwLkY0UN9yP5KyDV9l4AaABAg,UC-lHJZR3Gqxm24_Vd_AJ5Yw,iRRpvuMG7AM,youtube#comment,oIuRofa_eIPuwBXg7z1Tdoh8fpE,UgwLkY0UN9yP5KyDV9l4AaABAg,UC-lHJZR3Gqxm24_Vd_AJ5Yw,iRRpvuMG7AM,something about a little white baby speaking japanese is just so bizarre😭,something about a little white baby speaking japanese is just so bizarre😭,@k8eeee,https://yt3.ggpht.com/WUAPUcoDdRO6kQEQUR--SyASvyOYuxA56Bw9z7Qpdpwy5Pk-nr_hW7G8QUs-h7_l7xQ3aIdaHQ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@k8eeee,UCq9NGalKvUmb9PbJ9MJGLtg,True,none,0,2026-06-29T04:06:17Z,2026-06-29T04:06:17Z,True,0,True
youtube#commentThread,CaVYVqxAo9k-krdcOZwyJ4_a5Zk,Ugy-r2CPhODKtkyxsSZ4AaABAg,UC-lHJZR3Gqxm24_Vd_AJ5Yw,iRRpvuMG7AM,youtube#comment,U-9DnAaYogBkB0LmmzkPYbQdhlg,Ugy-r2CPhODKtkyxsSZ4AaABAg,UC-lHJZR3Gqxm24_Vd_AJ5Yw,iRRpvuMG7AM,STOP doing things PLEASE,STOP doing things PLEASE,@chlorine_clorina,https://yt3.ggpht.com/cwOrjNL4ftycN7vOolkqIk_CnjpD2ziFP8_73Pz4KhD13hi8lDbVlwBSDXFwEDwkMkYZPjLvGXY=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@chlorine_clorina,UC937dnjILZHhv-7qp99jNHA,True,none,0,2026-06-29T03:48:50Z,2026-06-29T03:48:50Z,True,0,True
youtube#commentThread,IvwVkxdgyGqoeNgaZn4h0Z8LwZg,UgwgRvFc100I46lYtEt4AaABAg,UC-lHJZR3Gqxm24_Vd_AJ5Yw,iRRpvuMG7AM,youtube#comment,BoNiUSOxwLq5W_VWDjMjLwr-frw,UgwgRvFc100I46lYtEt4AaABAg,UC-lHJZR3Gqxm24_Vd_AJ5Yw,iRRpvuMG7AM,Do I hear a “WIT studio is turning my manga into an anime” collab in the near future? 😳,Do I hear a “WIT studio is turning my manga into an anime” collab in the near future? 😳,@BladeOZuko,https://yt3.ggpht.com/ezs8S31SUmrVlNhYH9RPaHFITmSxgr-ovLdYZM9dsNf-6WPw4y5dWGRk1haypk569Tl3K3w9vg=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@BladeOZuko,UCgPHAG2tbBD63v19plDj9pQ,True,none,1,2026-06-29T03:48:10Z,2026-06-29T03:48:10Z,True,0,True
youtube#commentThread,aJwzsdqJMdoZSClzsJnqEunRiWk,UgzRk8X8ULfCF-1IZD14AaABAg,UC-lHJZR3Gqxm24_Vd_AJ5Yw,iRRpvuMG7AM,youtube#comment,4IbQjxvZKEVsxCv787lWJlntTKg,UgzRk8X8ULfCF-1IZD14AaABAg,UC-lHJZR3Gqxm24_Vd_AJ5Yw,iRRpvuMG7AM,you can use 3d models or just real life photos to help draw complex shapes such as horses,you can use 3d models or just real life photos to help draw complex shapes such as horses,@oldman222,https://yt3.ggpht.com/oCZNQmbakwMMM2uAMhKHmckHet-__L2D4mVu7VQQFXltFPqoplGlCNz88U1ECDhVFBtf3Ezk=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@oldman222,UCwfbruHSdAmxTjv3sn0A_Ow,True,none,0,2026-06-29T03:32:23Z,2026-06-29T03:32:23Z,True,1,True
youtube#commentThread,_cNNnqHDZDL4ERg9_uNvpPGpIwg,UgwPspaaNgiHvq8QGC94AaABAg,UC-lHJZR3Gqxm24_Vd_AJ5Yw,iRRpvuMG7AM,youtube#comment,YxnRHTIWZhUNQ2PkSl3ZtmXVMPo,UgwPspaaNgiHvq8QGC94AaABAg,UC-lHJZR3Gqxm24_Vd_AJ5Yw,iRRpvuMG7AM,what is his earphone brand? the mic is sick for an earphone !,what is his earphone brand? the mic is sick for an earphone !,@ليناالعُمري-ذ4ض,https://yt3.ggpht.com/ytc/AIdro_layElV-BSVs9ne6Ysl3WMbIKCt-kysA4nRZk1nQSg=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@%D9%84%D9%8A%D9%86%D8%A7%D8%A7%D9%84%D8%B9%D9%8F%D9%85%D8%B1%D9%8A-%D8%B04%D8%B6,UCOTyn_fE6WNqr-MNTqLq1IQ,True,none,0,2026-06-29T03:07:43Z,2026-06-29T03:07:43Z,True,0,True
youtube#commentThread,x722cMY9ZPT8Q1KhaBkXMaJzS1I,UgxETDENNOt2LiCWHX14AaABAg,UC-lHJZR3Gqxm24_Vd_AJ5Yw,iRRpvuMG7AM,youtube#comment,jLRR6rId1nk_et1IgNhUaL9NqmE,UgxETDENNOt2LiCWHX14AaABAg,UC-lHJZR3Gqxm24_Vd_AJ5Yw,iRRpvuMG7AM,日本の出版社で連載してくれ,日本の出版社で連載してくれ,@chiaotzu7030,https://yt3.ggpht.com/UhIIOoKfA99ingleyj0F7F-UHbCyql6c5O9dqpxDjHM38CZgl_ru8ki3YpXjcCpy1JfY8A2b4Ek=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@chiaotzu7030,UCCiHUU05m8TkgNk4zb7MGPQ,True,none,0,2026-06-29T02:32:39Z,2026-06-29T02:32:39Z,True,0,True
youtube#commentThread,xwilcUn3F9q3Mwpj7lVLmqcUJl0,Ugxw06f9eq-ClaRoKIh4AaABAg,UC-lHJZR3Gqxm24_Vd_AJ5Yw,iRRpvuMG7AM,youtube#comment,7OJ0jKcPWZFbNKEU6WfnpIj8aHI,Ugxw06f9eq-ClaRoKIh4AaABAg,UC-lHJZR3Gqxm24_Vd_AJ5Yw,iRRpvuMG7AM,PLEASE PUBLISH. Please,PLEASE PUBLISH. Please,@tarabithia4509,https://yt3.ggpht.com/9ICiz0Tu9pRQYmsSnkDAS2rajaVTVkMYuTKvuj8r7BZeVEGiJWZ_rXRkUg4mpBeuSwaZwzWo6w=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@tarabithia4509,UCgo9lxOwp4YTD-9WFm3vn-Q,True,none,0,2026-06-29T02:17:49Z,2026-06-29T02:17:49Z,True,0,True
youtube#commentThread,Sf3JxVByTLagMPwLu1PZ2C3EMUw,Ugx5tCzDxPozudKndQR4AaABAg,UC-lHJZR3Gqxm24_Vd_AJ5Yw,iRRpvuMG7AM,youtube#comment,5sLjhpJsCzMchZ5yihSC9KAmfTs,Ugx5tCzDxPozudKndQR4AaABAg,UC-lHJZR3Gqxm24_Vd_AJ5Yw,iRRpvuMG7AM,Im freaking blown away.. he just started learning to draw recently.. ❤ so awesome pewds,Im freaking blown away.. he just started learning to draw recently.. ❤ so awesome pewds,@tarabithia4509,https://yt3.ggpht.com/9ICiz0Tu9pRQYmsSnkDAS2rajaVTVkMYuTKvuj8r7BZeVEGiJWZ_rXRkUg4mpBeuSwaZwzWo6w=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@tarabithia4509,UCgo9lxOwp4YTD-9WFm3vn-Q,True,none,0,2026-06-29T02:13:30Z,2026-06-29T02:13:30Z,True,0,True
youtube#commentThread,6is7OGxaOn2NcqWxwKawzDnJH3E,UgzqonNEOBvLNTT_NRV4AaABAg,UC-lHJZR3Gqxm24_Vd_AJ5Yw,iRRpvuMG7AM,youtube#comment,o7umxGtDFHx5OXHLmb6kAksyheA,UgzqonNEOBvLNTT_NRV4AaABAg,UC-lHJZR3Gqxm24_Vd_AJ5Yw,iRRpvuMG7AM,Colorbrushes are my some of my favorite art supplies!,Colorbrushes are my some of my favorite art supplies!,@SpookieVonDookie,https://yt3.ggpht.com/ytc/AIdro_ntJOa7xYEhi2d2PuZFF-3nTrHRjkuzu4eHrb9Qo-4Bve0=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@SpookieVonDookie,UCXpf8YWdTqB4aid9c3ZB-Tg,True,none,0,2026-06-29T02:12:00Z,2026-06-29T02:12:00Z,True,0,True
youtube#commentThread,i9B7f9O8bzMuNXHXUQdqnFO0vzw,UgxXojnfGFRWSXrQ1B94AaABAg,UC-lHJZR3Gqxm24_Vd_AJ5Yw,iRRpvuMG7AM,youtube#comment,Zk_b6xLsdO0SuaYnrQxe7MHh1l4,UgxXojnfGFRWSXrQ1B94AaABAg,UC-lHJZR3Gqxm24_Vd_AJ5Yw,iRRpvuMG7AM,新築の家が早く見たいな、もしかして東京を離れる？東京は刺激的で楽しいけど、もっと自然豊かな場所でのんびり出来る所が沢山あるから🎌,新築の家が早く見たいな、もしかして東京を離れる？東京は刺激的で楽しいけど、もっと自然豊かな場所でのんびり出来る所が沢山あるから🎌,@rococo9342,https://yt3.ggpht.com/U6NuLltDjNKsOGi50-djEelrgW1wRTMCMvb_W0XMD6Tz5bDWfxwDlLOztqaOrBhL4DxwyqtTZw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@rococo9342,UCddq6juupIj_vWJqxqbz70g,True,none,0,2026-06-29T02:10:17Z,2026-06-29T02:10:17Z,True,0,True
youtube#commentThread,O7KsxZYrRHKxo3jHE5h9vbo4f8w,UgxeIxT5LXL-jPaNa4l4AaABAg,UC-lHJZR3Gqxm24_Vd_AJ5Yw,iRRpvuMG7AM,youtube#comment,0lf8An7exUegq_BEF7OEjaQ3x1c,UgxeIxT5LXL-jPaNa4l4AaABAg,UC-lHJZR3Gqxm24_Vd_AJ5Yw,iRRpvuMG7AM,This is amazing!,This is amazing!,@Lonchi-90,https://yt3.ggpht.com/xq5oEaMZuIVdelLRSTGu2f6Gs5aH_lonuRy8JgvPgpV9fWTW_UprCwOfDpxmYiO9x-n3DFnJWg=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@Lonchi-90,UCh13f70lx5bFJWoKAuOkeYw,True,none,0,2026-06-29T01:57:55Z,2026-06-29T01:57:55Z,True,0,True
youtube#commentThread,Jjs9JBSMkKGv5-bEYv91Z_fOxvY,Ugzf7oDAeVJH_Sphqf94AaABAg,UC-lHJZR3Gqxm24_Vd_AJ5Yw,iRRpvuMG7AM,youtube#comment,roWgO_BCeSMkPuMrKHJRkFA4Klk,Ugzf7oDAeVJH_Sphqf94AaABAg,UC-lHJZR3Gqxm24_Vd_AJ5Yw,iRRpvuMG7AM,"12 years later and I am still here watching. Love you Pewds, keep having an amazing adventure. You are always an inspiration &lt;3","12 years later and I am still here watching. Love you Pewds, keep having an amazing adventure. You are always an inspiration <3",@jaredwilliams1052,https://yt3.ggpht.com/ytc/AIdro_nCgcuLqX_FpozXIIlKOhh0jxjUVW4XRvI-SI8wT5bSAw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@jaredwilliams1052,UCds_UIOn1pl2pzC3suHZAog,True,none,0,2026-06-29T01:47:20Z,2026-06-29T01:47:20Z,True,0,True
youtube#commentThread,JaCViI4a8ieLJwMn8G8p1LqpDmM,UgwlCPqB4XqWDUTthXp4AaABAg,UC-lHJZR3Gqxm24_Vd_AJ5Yw,iRRpvuMG7AM,youtube#comment,30oMwWJu5d9aZTcKWlhGKLToyGU,UgwlCPqB4XqWDUTthXp4AaABAg,UC-lHJZR3Gqxm24_Vd_AJ5Yw,iRRpvuMG7AM,My main advice for you manga project is to have another kid.,My main advice for you manga project is to have another kid.,@mintythreetwentysix4629,https://yt3.ggpht.com/ytc/AIdro_ko6OiMRzu6_AvmDwofjCIgtqKmalSah22k0PB_GAg=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@mintythreetwentysix4629,UCWP9p8r4XdHN8IEBhUS0dEw,True,none,0,2026-06-29T01:36:25Z,2026-06-29T01:36:25Z,True,0,True
youtube#commentThread,RKatuHB5iNBq4N07reFby-JZJqc,UgxZPEuDCRhA9gZ7AB54AaABAg,UC-lHJZR3Gqxm24_Vd_AJ5Yw,iRRpvuMG7AM,youtube#comment,y77NXRvDanhhuYRY6dqrNSgKXmw,UgxZPEuDCRhA9gZ7AB54AaABAg,UC-lHJZR3Gqxm24_Vd_AJ5Yw,iRRpvuMG7AM,"Your art is really pleasing to look at, that includes the water color one","Your art is really pleasing to look at, that includes the water color one",@ZippyBelly,https://yt3.ggpht.com/m7yRfYVbU1emuMExxmOqlXFrGXQZLHb6il5Wh9vKTis0W7ARC8xGCxI16VYeRnX2Xbl5QiIU8q4=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@ZippyBelly,UCukZsApiQaAuIDx3ChEWqbw,True,none,0,2026-06-29T01:21:28Z,2026-06-29T01:21:28Z,True,0,True
youtube#commentThread,h7iluVEJSbwHew3fN41YNcCEjho,Ugz4JvlU5LVcbGgis4N4AaABAg,UC-lHJZR3Gqxm24_Vd_AJ5Yw,iRRpvuMG7AM,youtube#comment,tfHZaVA6Pv6c_NdwbgbW8gOQkcQ,Ugz4JvlU5LVcbGgis4N4AaABAg,UC-lHJZR3Gqxm24_Vd_AJ5Yw,iRRpvuMG7AM,What are we doing gang ? This man is supposed to be my photoshop goat,What are we doing gang ? This man is supposed to be my photoshop goat,@Serjohn,https://yt3.ggpht.com/ytc/AIdro_mMUXZRvQIC4p8LMDwS63CoOW8jgjY9El2bWFyF-fYEDtg=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@Serjohn,UCh-JtXcz8mNZp-pqtPulo0w,True,none,1,2026-06-29T01:07:22Z,2026-06-29T01:07:22Z,True,0,True
