text,label
"The tigers stripes flowing to the lake feels like its the tigers spirit leaving the body and returning to nature its kinda simple but immediately emotionally effective 
Very cool video pushing trough to the finish line with a project like this really is a massive accomplishment",positive
Sell the manga,neutral
As some of the Japanese comments suggest in Japan it us easy to selfpublish as doujin if you want printed copies they even do small print runs Or you could submit to a manga contest often found in the back of manga magazines Even if you do not win anything youll get your pages back with commentary from a manga editor,neutral
One day I was 13 watching him play amnesia with a girlfriend that speaks little English before I know it hes got an Swedish Italian Japanese son,positive
This was so much fun to watch pewds  your art looks dope so much progress in this small amount of time,positive
People love shitting on him waah waah millionaire waah waah he has time Bruv watching him genuenly enjoy the process of whatever he dicided to dabble in gave me more hope and creative boost than listening to whining of supposedly full time creatives Hes tackling and solving problems looking for ways to overcome whatever issue he encounters its fun its engaging it makes me want to do things man Theres so much hope in watching someone have a hold my beer Imma do it attitude and then commit to doing it despite lacking experience,positive
Thanks for sharing this learned a lot,positive
Are u reading Tower Dungeon thats my new favorite from Nihei,positive
Bro your dog was licking its ass 1 min before it was licking your ear so gross,negative
Day 5 of waiting for the manga to drop,negative
Felix acting like he could write dialog even if he could lol,positive
so you drew happy weels but the ride is a tigerthen tragedy and the river gets the official pewdiepie patternthen a pug is sitting on the boys shoulder,negative
One Punch Man manga is one of the best too,positive
This art style is something like Tsutomu Nihei who is famous for Knights of Sidnia I love it,positive
I think the characters looking androgynous is very creative even if not intentionally ,positive
ah the boy is true sweeddrawn to the flags color like a fish to water tho i am surprised he has legs,positive
"Chill bro you are really good
Youre not an artist if you dont hate your own work",positive
we have to respect ghat while everyone is turning there ht channals into profitable ai slop and promoting trash to kids he alone the hounerable one is actually making videos worth watching and actually pushing effort,positive
This is so awesome to see and ur so right u can try anything Making mistakes is part of it and it makes ur life much more surprising ahahah,positive
Does he say the N word in japanese,neutral
Pies way to learn is FGC  You have to get washed before you before you get clean,positive
That was actually an epic story WOW From Amnesia to THIS,positive
Did bro just rip off Calvin and Hobbs ,neutral
No Pewds You will cause another meltdown on X of artists who cry that you are a better artist then them cause you are rich Not cause you enjoy doing itWankers,negative
No not the fat tiger,negative
So cool Bjorn is gonna be trilingual being able to speak Japanese English and Swedish from his dad pewds and Italian from his mom Marzia,positive
I think its beautiful ,positive
I got emotional with the story It gave me the same feeling I had when I read The Little Prince,positive
Evola ride the tiger inspiration,positive
Im curious what languages Bjorn is learning as his first languages Just English and Japanese Or is he learning Swedish and Italian too,positive
Ill subscribe to you if you upload a YouTube Short,negative
Hey everyone I just dropped my first track and Id love to get some honest feedback on the production,positive
Have you read the manga Bakuman Brilliant stuff about drawing a manga and getting it published learning stuff in every volume ,positive
Hoe tf did he learn how to draw scenery so well,positive
Felixs art is very similar to Tsutomu Niheis and it makes sense since he did day he likes Blame,positive
it looked so well done I thought it was published as a one shot manga,positive
Fantastic video really appreciate your effort,positive
He is actually a super cool person,positive
Whens the anime adaptation,neutral
PEWDS I WANT TO BUY THIS MANGA Please publish it,positive
inspiring passion for real,positive
Pewd is so inspiring Amazing life you live Wow Wishing you more to come,positive
Father time aint it,neutral
"I was gonna comment you can smell the Tsutomu Nihei influence
but then bro just literally pulls out BLAME and APOSIMZ",negative
remember when he said the N word,neutral
im just glad he is happy To pass down the throne and pursue yourself and grow is gonna be the happiest time of your life Well deserved 3,positive
The side quests this man is on its beautiful Perhaps its not a sidequest but a whole new one,positive
watch me 5 years from now on i will come back at that time i will be an animation director making my own movies or series that i will work on end of this year and i am sure i will find people who will help me company alongside me and move forward together for sure I WILL BECOME A DIRECTORI DEF WILL,positive
"I love how it evokes the same feelings when I played the game Last Guardian and how it pulls out same distance  pace my few favorite mangas Mushi and Blame had 

I love this as is No coloring required",positive
Bruh is so good I has Bernarda drawing by almost 6 years and ley me told you tris is a really good fiesta shoot You used the tones really well and the narrativa is good the trouble probable is that you make it a  little bit to much cinematografic and everything has almost the same narrativa density so thats why it feels off but let me told you something this is amazing,positive
I hope your son never see the youth You will mourn him soon,neutral
Calvin and Hobbs,neutral
We need u to get mad or some lol their fans are eating yours literally,negative
You must watch markcrilley  I spent hours and hours watching his manga tutorials He has more than 10 years of content and he keeps uploading stuff His stuff is pure gold at least for beginners,neutral
First time when i see this youtuber but i already like his channel,positive
this is like that 1 asian guy that had 7 different specialized jobs and also being an army vet,positive
You should go to Spilled Ink,neutral
I just hope he keeps developing this side of mangaka for long time and some day hes publishing his masterpiece,positive
Very beautiful and powerful art Loved it,positive
That hit hard I get why you muted Good shit bro,negative
Its hard in the Start and i promise next time you do that its gonna so relaxing and enjoyfull activity,positive
if you cant like your own story then why would you expect others to,negative
Im begging release chapter 2 into switch of poopdie ,neutral
The Boy saving the Tiger by throwing himself in the way earned the Tigers eternal trust The hunter had no choice but to respect it and left the Tiger and the Boy alone They continue to have adventures to this very day,positive
It aint worth it bruh its a stressful job Many artist dies because of it,negative
You should try working for oda you masterfully replicated one piece pacing,neutral
looks like whiterun landscape,positive
I was just thinking about drawing manga yesterday with the story I have written down before in my notes which I originally planned to turn into just a detective novelplanned out all the chapters too like an outline with details but then algorithm brought me here just now I am halfway down the video and despite all the difficulties he faced and that it takes so much time it still convinced me to buy some materials and try it myself so no backing out now haha ill probably regret halfway down the road because it takes much time but I guess Ill just also keep pushing if anything Ill just go back to writing it as a novel haha,negative
That was really good I am an avidamga reader You should be proud well done peweds,positive
Hunter goes for the kill the complete fukin silence ,negative
Sumatran tiger is my soul animal while this one looks more bengal that adventure struck a deep chord Especially when you went quiet I just started to cry The little kitty really got me I dont expect to own this kind of story but it would be a treasure for anyone to behold Thank you for sharing,positive
Brooo This is inspiring Man I missed drawing Aight Ill try grinding again and stop complaining,negative
In case you forgot this man is the goat,neutral
I can see some Tsutomu Nihei in your art style,neutral
"As someone also working on their first graphic novel comics for me not manga its really comforting to see someone else also go through a lot of the same issues I did I wasnt nearly as ambitious as pewds I foresaw the amount of work and deiced to make a short 810 page comic Still I had that same moment of realization where you think Wow this is WAY more work than I expected
Still got to keep sticking it out until its complete",positive
Bro is literally GOAT of everything I enjoyed your story it captures emotionLooks cool asf  welldone felix ,positive
The tiger never closed it mouth once,neutral
The handdrawn Saily add is so precious what the heck ,positive
I think this is incredible,neutral
I love the video and the manga looks awesome Id love to see you make an animated video or a flipbook someday I know it takes a lot of time but the end result would be so satisfying,positive
Has anyone ever made a manga and included blank speech boxes Like PewDiePie said he wants the reader to interpret the story themselves I think a Manga that lets you make up the dialogue and write it into the story would be awesome,positive
When you lose you learn Pewds gets it ,negative
You have always been a story teller  the minecraft playthrough with the council of sheep and the dog sven was epic I cant wait wait to read my first manga when you finish,neutral
Super cool and inspiring Ive been toying around with getting back into comics lately as I have never finished anything more than 5 pages To redraw all the pages and panels TRADITIONALLY Your dedication is evident and the final result is very beautiful  ,positive
BRO The manga has to be Stephano the origin arc,neutral
Loved this video keep up the great work,positive
2846 no no it was feedback it took you 3 months to finish this when you wanted it to be one you struggled so much with making this so many people stop before they start so many people stop halfway through because its too hard and have self doubts the fact you finished this is good feedback theyre proud of you and you should be too,negative
Jazza and Pewds collab please,positive
The frames are similar for example in terms of angles and object size,neutral
Your concept reminds me of Team Icos games I cant think of anyone else other than Fumito Ueda whos going for this vibe,neutral
Pewds still rocking it in life Respect,positive
Next draw an anime,neutral
Thanks to this video I hope people will start to appreciate the work of manga artists and comics more,positive
Reminder that we need to have a job or you will go mad,negative
guys he draws a bit better than me i need him cancelled NOW,positive
That was a great bedtime story The market for children bedtime manga is all yours dude,positive
as someone who has drawn their whole life Im so proud of pewds keep going on your art story 3,positive
You could cut most of that,negative
That was amazing We are all our own worst critics so were going to see the little mistakes in our art even if it looks great I get being a perfectionist with art when you have a set vision and its not exactly how it is in your mind but that story and the art was so creative and cool,positive
I used to make webcomics almost 20 years ago seeing this made me want to start back up again Great work Felix youre an inspiration,positive
You need to read tower dungeon tsutomo nehie wrote it,neutral
Looks more interesting than any of these constant webcomics of romance ngl,positive
Why such a doom ending for the tiger ,negative
bro the art is nice but the im not really getting the story tiger cool tho,positive
i felt that ending man nice job,positive
Be kind to yourself You dont become good overnight It takes a lot of trial and error to achieve greatness What you are doing is inspiring Keep up the good work,negative
The kitten got me ,neutral
yo pre dueie bro what is your story wwhat are you writeing aboput bro i would like ton know so i can copy you get tro market earlier than you and profit off your idea without giving you any credit bro please respond to me ASAP buiddy,positive
DO IT AGAIN,neutral
Amazing content as always,positive
Please finish berserk,positive
That was legit sad  that fact something actually made me sad means cow needs to be published,negative
The hunter still looks like a girl to me but hey thats ok Girls can be antagonists too Cool manga Pewds,positive
Wow  it must be nice to just learn whatever you want and spend your time however you want without worrying about the finance too much,positive
Please scan and upload this its actually so good ,positive
I would buy this tbh,neutral
Pew just won the life,positive
This is a super admirable project to have finished Great job completing such a monumental task  I thought it was so cool and the tiger has so much life in it I definitely teared up a bit at the ending  the shading was also really well done,positive
Imagine a bro fist manga thats cool,positive
You are the inspiration bro,positive
The story world is trach,neutral
How is this guy losing subscribers Hes pretty okayI think hes not badbro smilies is just him crying on the inside,negative
These kinda vids make me draw my own manga but then i realize im pretty bad at sketching,negative
Nice story  I enjoyed watching you flip through the final result Congratulations on completing this project and God bless your efforts in Jesus name ,positive
first time being a paper kinda nervous,negative
What are we doing gang  This man is supposed to be my photoshop goat,neutral
It unironically looks so good The line economy composition and flow The tiger itself Im so impressed every time I see Pewdiepies art,positive
Will you sell it on comiket,neutral
the hunter is a woman,neutral
Bro won in life a good lesson to billions of people but that was the weirdest and controversial ending,negative
rip the tiger,neutral
This was exactly what I needed thanks,positive
thats actually fucking dope bro,neutral
Calvin and Hobbes reboot is fire,negative
If I had to give advice as a creative it would be Try hard things and put out bad content Because the more you fully go through the process of creating a complete work of art the more you can push yourself to refine along the way instead of just hitting a road bump and never finishing anything,positive
r Bjorn supposed to be Bjrn,neutral
yo pewdiepie why dont u ai generate your art and then ai generate the story and then ai generate the script for this video too bro saves you a ton of time and also wastes so much water and also you can probably end your career pretty cool ngl,positive
You know I bet youd enjoy reading Mere Christianity by CS Lewis Its very interesting how it gets progressively more and more philosophically dense as you read through it Reminds me of the stoics in many regards,positive
Can i ask why there is a cat on the boys shoulder at the end of the manga Is it a tigers spirit LOVED IT BTW,positive
"Hey bro When you said I have to draw for at least six years to be a master that kinda
 resonated with me Ive been drawing for at least 14 years and studied art for 4 years And still I have that thought of this much time till Ill be a master and I kinda learned that this thought always stays with you The progress that one imagines is a lot faster than reality The thought of what you should be or could be like in the next years can negatively affect on your perspective with how far you have come For you to take on the challenge to make a manga is a big deal and you can be very proud of what you created You are not a master compared to someone else maybe But you are the best that you can do right now Basically speaking You have mastered yourself",positive
Great job Felix well put them right up on the fridge,positive
Bro should just get a device to where he can draw so he doesnt have to buy so much paper but hes a bajillionaire so what do I care,positive
Remembered about Sven reading the manga,neutral
u should isekai yourself into the filthy frank universe the manga,neutral
Id buy it for my future kids to read,neutral
you should try and do mokuhanga japanese printmaking that would be sick,negative
You deserve an animated movie,neutral
Thank you for always being such an awesome inspiration,positive
"And just as you think the story ends the hunter shows up out of nowhere and just kills the tiger
Very cool twist",positive
This is so increadibly inspiring,positive
I like how he didnt split this into ten different videos tho,positive
Thats so amazing god So cool,positive
I would rather create tens of thousands of dream images using AI not wasting time on process of drawing stuff Trillions of study and other things to do in short life words alone can never describe,positive
i have 3 inspirational Manga Artist Inoue Boichi and also Junji ito i try to mix those art style and get my own hahaha,positive
Pewddadbro can I cosplay your manga pls pls I swear no barrels will be involved,negative
the tigers are drawn so well wtf,negative
imagine his next project Making an anime,neutral
Somebody please animate this,positive
bro rich and bored and im poor and bored,negative
pewds i think youre too hard on yourself,negative
you inspire me to try new things,positive
"That Sekaido supply store must have pewds as a regular customer now and i bet the clerk must know hes drawing manga from the amount of paper he buys

Also Congrats on your attempt pewds you should really focus on writing a small story before you draw its more difficult to draw then write a story than the other way around",positive
Main character basically just met Griffith,neutral
This guys is pretty cool I love watching Indie youtubers,positive
You shouldve published it anonymously then reveal its you anchoring it to you of course people will buy it ,neutral
Thanks for sharing this learned a lot,positive
Also if you like BLAME try to find and read VITOK  it strongly reminded me of Tsutomu Nihei Unfortunately there arent many fans  hopefully that will change,negative
Next video I turned my manga to an anime,neutral
"Japanese 
Italian
English 
Swedish 

Teach that boy all the language",neutral
Bro aint making peak sh like monsters we make,positive
"This is really cool its quite inspiring 3
Ive been drawing like my whole life sometimes I kinda lose the motivation though and dont draw much but this and all the other drawing vids makes me want to draw something immediately
The skill level growth is amazing too As I said Ive been drawing many years so I see some things here where I see an error or something like I could probably do that a bit better but then theres other stuff its like wow thats better than what I could do and hes got there in such a short amount of time Everyone has their own strengths and weaknesses its really cool to see",positive
A very inspiring video Pewds Im a new dad myself and am trying to adjust my routine so I can keep making manga as a hobby Seeing your dedication care and artistic vision really made me want to create new things Thanks for that I look forward to seeing more of your work,positive
This tiger and boy reminds me of Atsushi and his ability from Bungo Stray Dogs,positive
rich youtubers be doing anything nowadays,positive
Come back here when PewDiePie has his own anime,neutral
I can see tigers heart but I know hes mean Some light can never be seen,neutral
Hire a professional artist and others to make your manga even faster Also you did write a story back then right About your book This Book Loves You,positive
Hello today I saw the protests of Turkish players and I felt really bad for them GTA 6 doesnt support their native language yet they are so excited and havent lost hope they are actively using hashtags and messaging Rockstar to get Turkish language support added to the game Please empathize with the sense of incompleteness that comes from not being able to play a game in your native language and please be a supporter of them,positive
I knew it was going to be Blame inspired,positive
every shot his hair has moved to a different wacky position ive noticed,neutral
twin please illustrate shounen ai,positive
"Wow that unexpectedly hit me hard
I feel like the idea is so individually obvious to anyone everyone sees the exact thing they got touched by one day its so worldwide and uniting to me
This is truly a unique piece
And i get that such massive youtuber has to chuckle at their own work not to get harsh critique but the drawing is sooooo good
The use of all the tools and the tones is so beautiful it makes it so whole
I feel like that could be too personal for me to share such deep and intimate peice as such story 
I just want to thank you for the bravery and the true spirit of art 
Stay safe and creative everyone",positive
So cool,positive
Omg that are beautiful sketches ,positive
Youre not Asian Felix,neutral
bros content was genuinely always so ahh,neutral
Im so amazed by your drawing skills Truly So cool that youre working on your own story it aleady looks great and very intriguing Hats off Really enjoyed this video and pretty unbelievable that you finished it,positive
You are an idol I do hope you continue to remember how large of a figure you are and Id hope you live with immense pride,positive
449 pugs are honestly one of the cutest if not THE cutest dog to exist i love my pug so fricking much and yours look exactly as mine,positive
anything but learning the language huh,neutral
My main advice for you manga project is to have another kid,neutral
"Damn my mental space isnt too great today so that ending got to me a bit However despite that this is a beautiful piece of art There are many ways to interpret this piece and many ways people can find ways to relate in their own lives I dont think the story matters all that much its the feelings you get living through the little boy the tiger the hunter and the moon 

Bravo Pewds An artists work is never finished never perfect but you got a A in the feels department for sure And thats what true art does it captures feelings",positive
"New task unlock learn to draw manga like a pro in 1 year
Further side Quest As isayama has a backpain he would need an assistant to complete succession arc Help him complete it Note follow isayamas instruction properly",positive
What i would give to see pewds play bob in tekken 8,positive
just came from mine all day i could cry rn,negative
Excelent reflextion of failure nice manga ,negative
This was very informative appreciate it,positive
Bro you are real biggest youtuber ,neutral
Crazy idea but maybe do a manga about a wellknown YouTuber that switched to Arch Linux and,negative
THE SILENCE WHEN SHOWED THE ENDING CHILLSSS,neutral
The stripes washing away like blood in the water is a very nice picture,positive
you want the thinnest pen for details 136x0 RapidiographTechnical Pen you have to make a soul sacrifice but its worth it a strand of my hair is thicker than the lines it makes,positive
Bro loved drawing so much,positive
We animate it next ryt,neutral
Horses are freaking hard to draw Even Leonardo DaVinci struggled with them,negative
The side quest king,neutral
I didnt expect this incredible from PewDiePie ,neutral
I really enjoyed seeing this its amazing and you should keep making more manga and storys and just have fun  you are inspiring me to pick up and keep creating my comic thank you,positive
eyeface closeups are lacking,neutral
Bro all this is really really REALLY inspiring,positive
I love it The story is so honest and soul filled Im an artist and I find it so cool to see someone elses honest process its suuuuuppeer relatable and inspiring Sometimes you just need to be stubborn ,positive
I built a Balsa wood plane for my newborn sons bedroom to hang from the ceiling Was supposed to take a few weeks took a few months Weve all been there hahahha,neutral
cool i like the idea and the story and art you have a very good sense of directing but i will say you need to study the pacing and paneling overall great effort,positive
Tiger is sexy I agree with Marzia,positive
We were trying to be youtuber while we were Artists Now a Top rated Youtuber trying to be an artist ,positive
Hey guys this artist is someone Im a huge fan of and he has a lot of great songs His name is Phil Smooth If you like melodic trap youll definitely enjoy his music,positive
Not trying to be extra but the way the tigers lines flow through the river feels like some kind of magic thats going to be reincarnated again also looks like Felix chair,positive
i miss you man i still remember tbe better days when id watch your videos and the bro fist and stuff man youtube is so bad now,negative
The fact that Bjorn is already speaking japanese ,neutral
Have you tried making a model kit Felix Like a custom painted Swedish tank from Tamiya in your pattern,positive
Ive been drawing my own comics for years and relate so much to what youre saying,neutral
Your art is really pleasing to look at that includes the water color one,positive
This is genuinely peak,neutral
it looks freaking amazing,positive
Artist here no Mangaka  your compositions are reaaally solid mate and I love those pretty confident lines Honestly impressive work for a beginner draftsman,positive
This dude on the path of unlocking all achievements in real life,neutral
Hey Mr Failutre I think that youre kinda cool,positive
that story is hot garbage,neutral
Very Creative,positive
very epic keep up the good work pewd very inspiring to see ur journey and growth as an artist,positive
I think there are halftone and other pattern stencils you can use instead of the sticker you have to rub in could try that too and see how you like it then you can just reuse the stencil over and over again I found some on amazon they have cool geometric patternsshapes and dots of varying sizes perspectives and depths Seeing first hand why mangakas take so long to release a chapter lmao Made me think Calvin and Hobbes the manga haha,positive
just plug the vpn,neutral
its ok felix as an artist i can tell you horses are awful to draw horse artists are built different,negative
"Next Project painting a huge warhammer mini 3 
love the tigers",positive
The boy looks like Kid Gojo and hunter kinda Griffith,positive
I wish i could buy this,positive
This is CRAZY impressive The detail on the tiger and the scenery is phenomenal Amazing job,positive
You should name the manga walking,neutral
Does your farts smell like eggs  say poopy in one of your videos if that means yes  if no fart in the camera ,positive
Thats amazing PewDiePie I loved it I actually felt sad by the end but found it beautiful,positive
One day pewds will anounce that he will be a manga artist,neutral
527 Hey guys I think I found a glue,neutral
Incredible,neutral
I can see the Tsutomu Nihei inspiration lvsm,positive
Plot twist its Calvin and Hobbs,neutral
One of Pewd manga is BLAME right No dialogue with just details panel,negative
"Bro asking questions in Japanese what a kid
YouTuber to manga artist an amazing carrier change",positive
i love pewds but my gaydar goes off so hard looking at him im sorry,neutral
128 bro I can draw stick figures,neutral
1155  horizontal manga Reverse isekai isekai character life in real world Western name in mangaka list would be so cool,positive
"Man your manga have lots of qualitys the compositions are really beautiful the contrasts are impactful the characters and animals are lively and the story touches the heart
Ganbatte Pew",positive
No i understand why its so difficult for manga artists to meet their monthly deadlines let alone those who do weekly issues Man ive always respected mangakas but now i respect the craft even more seeing the actual process and thinking behind it,positive
I really like it It is not just pretty I can feel the whole environment clearly Which is really a hard thing to convey,positive
No way he improved so much more than me hes so dedicated on art i love it,positive
First we got a CoryXKenshin manga now we get a PewDiePie one Its a dream come true,positive
2415 incredible looks great and reminds me of Tsutomu Nihei current manga TOWER DUNGEON,positive
Missed oplrutibity not having the tigers blood dip into the river,negative
Bro that was actually really good and I had chills when the audio cut and you was just turning it was kinda like the feeling of lost,positive
Damn this is a piece of art The story and style hit so hard I cant stop thinking about the final scene of reflection and who the little companion may be on his shoulder such a great choice to leave it up to interpretation Very inspiring to go out and try something new you may not be prepared for,positive
I cant believe the manga made me cry ,negative
You know what it actually looks nice at the time minutes of 425,positive
Bridge,neutral
If the world had his work ethic and drive te world would work fine,positive
YESYESYESYESYES u have made many artist very happy and proud was drawing along to this It would be awesome if you ever did drawing streams as a commission artist watching your art videos has been so fun you have come so far,positive
what was I thINKING,neutral
If you start writing a story and dont cut out anything you will write a berserk and die befire you finish it haha haha,positive
any animators here please animate this masterpiece,positive
319 I usually draw out the manga page layout in the storyboarding faze that way if I dont like how the flow is then its easier to erase and redo It basically ends up looking like a bunch of tiny manga pages next to each other It helps a lot with seeing how each page will flow with each other as well I wish I could include a picture but I hope my explanation is good enough I find that this method helps me more also looking at different manga and how they have paneled their pages help in order to make your paneling more interesting,positive
Bro how tf is he able to draw manga now,neutral
i would for real buy thisfirst time watching pewdiepie after a couple yearshe is a great dad,positive
Shadow of the Colossus manga ,neutral
Bro is taking quality video over quantity to whole new level,neutral
"Broooo I am so jelly that you have access to all the tone papers So exciting 

Good for you Pewds keep on drawing Keep going If theres a good story you can forgive the art XD you know what I mean 333 so dont wait for perfectionism or you will never start 

Im rooting for you

One punch man is good inspiration for just getting in there and doing it",positive
Somehow i could really picture him on an episode of spilled ink with emily and daidus lol,positive
"Hey Felix I just wanted to say a huge thank you Ive been watching you for over 14 years and Im 28 now  its crazy to think how much youve influenced my life 
Your recommendations got me into anime and I even read Blame all the way through  I bought every printed volume back when the translation first came out im my country Its cool to see that you drew manga inspired by our somewhat similar experiences of reading it  It looking daaaaamn good tho Im loving it
Because of you I also started climbing That brought me a lot of new friends and healthiness into my life And honestly your content make me want that same kind of happiness someday  loving family and a kid Haha Thank you so much Felix Im really glad I got to grow up with you Youve genuinely inspired me in so many ways",positive
bro went silent for us to analyze it,neutral
"Looks amazing man Great job taking the time to do the hard work 
Im an anime light novel author and I WISH I had the time and funds to turn it into a Manga 
Dude Im SO coming along for the ride to watch you succeed in your dreams and ambitions ",positive
top 5 lives of all time ,positive
Cutie pie I love you videos when I was a kid and people see your kids and I love your videos so much and I hope you have a great wife,positive
"1402  he was doing this cz he was happy


2044 You need to try things in order to learn You need to fail in order to learn",positive
The pages struggle is like when I wrote a poem and then it suddenly turns into a whole thesis about my existential crisis,negative
Tuff bro,neutral
Your journey has been incredibly inspiring Felix,positive
That ending made me tear up Good work,positive
This was exactly what I needed thanks,positive
So this guy built a AI while doing a Manga wow simply wow,positive
Nihei Tsutomu will be one of my favourite mangaka ever First watched Knight of sidonia and jump straight to the manga Then discovering Blame and Aposimz The sense and scale and armor design in his manga are what i enjoyed the most,positive
This manga reminded me off game called The Last Guardian really nice i like it made me little sad,positive
The legend returns,neutral
Tower dungeon inspired Love the story,positive
man everytime I see a video like this by pewds I feel like Im missing so much in life like how one get the discipline to things they want to get good at regardless happy to see your progress,positive
Why am I crying  that was beautiful,positive
yup the descent of an artist into madness is captured perfectly in this video,positive
10 years ago you wouldnt convince me this man would invoke so much whimsy and joy,positive
237 True artist speak the black is more blackish I felt that in my soul,positive
"1821  1905 as real as it gets  also as relatable as it gets

beautiful manga well done",positive
I can not fathom Bjrn one day watching the bridge clip  great vid pewds,positive
All journeys begin with a long walk,neutral
2612 That is most definitely a sexy tiger,positive
as an artist this video is both so funny and relatable like that creationinduced process of frustration is unlike any other storm you gotta walk through it brews so slowly and tips over in bursts of emotions gaaaaaaah you just scream internally and externally but its natural cos thats your sanity ,positive
Amazing You know Im the same wayI always take my time before starting anything especially when coding But its so worth it Once the app goes into production debugging is easier maintenance is a breeze and all that upfront work pays back on every new project because I can reuse patterns architecture error handling the whole package I may be slower at the start but after that everything runs like a dream,positive
I think I read too much manga to appreciate this,positive
Turned out soooo good Would love to have this in my collection ,positive
This was very informative appreciate it,positive
Plot twist the hunter is the boys FATHERRRRRR,neutral
viyaura made fanart for your manga pewdiepie and your manga is amazing by the way,positive
i got invested in the process and in the story aswell great job good to watch you just do things for 15 years,positive
this was truly amazing and I want more now,positive
PewDiePie already making a manga what is my excuse aAAAAHHHHHHH,positive
When are you gonna build your own quantum computer my guy,neutral
Yo pewdiepie i went to your channel and clicked hide user from channel so youll never be able to comment on my videos or posts haha,positive
So many YouTubers put out mangas nowadays and they hire artists to do everything Pewdiepie actually drew his own like a mega chad Huge respect,positive
this is so inspiring,positive
try to add stefano at the background HAHAHA,positive
how is bro still at 110m subs,neutral
Congrats Felix This looks amazing Thanks for showing us the story,positive
i finally feel valid for my a thousand mental breakdowns as an artist holy shit he gets it lmao,positive
A  Yoshihiro Togashi in the making,neutral
Wow I love this so much and its mega inspiring thank you I struggle to do my art a lot and I relate a lot to the motivation,positive
It reminds me of Ghibli kinda vibe congratulations to your project pewds ,positive
I need to be like this man,positive
"I just started drawing a Manga too and my manga club of 13 year olds is making one as a team for a contest in auguste Wish us luck I sent them the vidya as inspo 
inking and splinking",positive
Bjorn could be a natural polyglot before he even gets to high school thats crazy Japanese from his environment English from his parentsschool Swedish from dad Italian from mum,neutral
Love your art skills Have you ever thought about writing a Manga series,positive
please blur all future foot pics or drawings thank you,positive
"Lets review the list here Pewdiepie is
1 A gamer
2 A philosopher
3 A comedian
4 A rapper
5 A vlogger
6 A surfer
7 An AI engineer
8 A manga Artist

Come on now",positive
Wow Love you very much You are absolutely awesome my friend,positive
